0.233449,0.166667,0.381818,0.424594,0.164110,0.354839,0.250000,0.325581,0.166184,0.192771,6.000000
0.160279,0.196078,0.263636,0.262181,0.176380,0.161290,0.346154,0.255814,0.196453,0.301205,5.000000
0.083624,0.156863,0.300000,0.396752,0.191718,0.177419,0.355769,0.360465,0.226141,0.186747,6.000000
0.097561,0.107843,0.390909,0.201856,0.019939,0.451613,0.288462,0.372093,0.088490,0.216867,7.000000
0.073171,0.411765,0.445455,0.271462,0.007669,0.467742,0.413462,0.232558,0.128976,0.283133,5.000000
0.111498,0.235294,0.454545,0.197216,0.062883,0.822581,0.201923,0.406977,0.048775,0.168675,7.000000
0.024390,0.107843,0.309091,0.213457,0.015337,0.500000,0.442308,0.500000,0.132832,0.253012,4.000000
0.118467,0.127451,0.363636,0.262181,0.151840,0.419355,0.326923,0.209302,0.147869,0.186747,6.000000
0.108014,0.225490,0.290909,0.248260,0.185583,0.387097,0.298077,0.500000,0.159823,0.198795,6.000000
0.149826,0.137255,0.445455,0.357309,0.214724,0.096774,0.403846,0.546512,0.254290,0.253012,7.000000
0.059233,0.098039,0.254545,0.375870,0.187117,0.161290,0.288462,0.348837,0.211490,0.180723,7.000000
0.174216,0.352941,0.363636,0.331787,0.171779,0.112903,0.317308,0.279070,0.200308,0.373494,6.000000
0.038328,0.088235,0.400000,0.250580,0.021472,0.580645,0.298077,0.337209,0.085020,0.180723,6.000000
0.275261,0.166667,0.381818,0.382831,0.009202,0.290323,0.278846,0.232558,0.094273,0.078313,5.000000
0.076655,0.274510,0.654546,0.220418,0.015337,0.677419,0.134615,0.151163,0.048004,0.012048,6.000000
0.013937,0.186275,0.481818,0.243619,0.055215,0.096774,0.259615,0.151163,0.161751,0.114458,4.000000
0.135889,0.098039,0.145455,0.192575,0.007669,0.645161,0.423077,0.441860,0.067669,0.228916,6.000000
0.094077,0.176471,0.618182,0.241299,0.044479,0.693548,0.211538,0.569767,0.078850,0.192771,7.000000
0.146341,0.254902,0.290909,0.399072,0.240798,0.129032,0.278846,0.395349,0.223443,0.325301,5.000000
0.177700,0.264706,0.363636,0.389791,0.110429,0.258065,0.250000,0.267442,0.152496,0.307229,5.000000
0.055749,0.235294,0.454545,0.183295,0.113497,0.758065,0.259615,0.662791,0.083478,0.289157,4.000000
0.198606,0.176471,0.436364,0.403712,0.096626,0.209677,0.269231,0.267442,0.170234,0.277108,5.000000
0.229965,0.127451,0.481818,0.403712,0.231595,0.225806,0.326923,0.627907,0.233468,0.216867,5.000000
0.101045,0.186275,0.400000,0.215777,0.021472,0.693548,0.201923,0.395349,0.046462,0.192771,6.000000
0.212544,0.235294,0.363636,0.424594,0.142638,0.354839,0.317308,0.313953,0.179487,0.180723,6.000000
0.146341,0.029412,0.436364,0.199536,0.217791,0.290323,0.278846,0.151163,0.186042,0.156627,6.000000
0.146341,0.254902,0.254545,0.327146,0.162577,0.193548,0.298077,0.686047,0.186813,0.445783,5.000000
0.261324,0.323529,0.300000,0.429234,0.156442,0.112903,0.346154,0.279070,0.202236,0.397590,5.000000
0.153310,0.411765,0.427273,0.243619,0.003067,0.193548,0.326923,0.139535,0.117409,0.000000,4.000000
0.181185,0.156863,0.290909,0.487239,0.148773,0.129032,0.269231,0.267442,0.198766,0.162651,5.000000
0.142857,0.352941,0.490909,0.285383,0.055982,0.526882,0.221154,0.290698,0.086562,0.168675,7.000000
0.073171,0.254902,0.527273,0.294664,0.085890,0.338710,0.269231,0.313953,0.165606,0.162651,6.000000
0.222997,0.235294,0.254545,0.415313,0.171779,0.209677,0.375000,0.372093,0.208791,0.367470,5.000000
0.090592,0.225490,0.481818,0.197216,0.059816,0.919355,0.192308,0.348837,0.037593,0.192771,7.000000
0.369338,0.137255,0.345454,0.331787,0.180982,0.241935,0.230769,0.290698,0.196067,0.180723,6.000000
0.174216,0.294118,0.254545,0.417633,0.200153,0.241935,0.298077,0.441860,0.206863,0.174699,6.000000
0.034843,0.196078,0.418182,0.171694,0.012270,0.500000,0.307692,0.500000,0.089068,0.168675,5.000000
0.132404,0.137255,0.436364,0.331787,0.081288,0.451613,0.288462,0.406977,0.128976,0.192771,6.000000
0.200348,0.225490,0.500000,0.354988,0.033742,0.451613,0.221154,0.290698,0.090225,0.204819,6.000000
0.034843,0.411765,0.690909,0.227378,0.067485,0.887097,0.153846,0.767442,0.070946,0.078313,7.000000
0.080139,0.196078,0.463636,0.180974,0.015337,0.370968,0.288462,0.511628,0.101985,0.216867,6.000000
0.121951,0.127451,0.336364,0.473318,0.173313,0.258065,0.326923,0.325581,0.175246,0.204819,6.000000
0.212544,0.088235,0.272727,0.320186,0.004601,0.435484,0.365385,0.220930,0.080007,0.277108,6.000000
0.094077,0.137255,0.245455,0.290023,0.134969,0.483871,0.336538,0.116279,0.130904,0.295181,7.000000
0.163763,0.284314,0.400000,0.338747,0.151840,0.112903,0.317308,0.255814,0.200308,0.403614,5.000000
0.118467,0.225490,0.672727,0.382831,0.104294,0.500000,0.298077,0.465116,0.177173,0.204819,7.000000
0.017422,0.196078,0.290909,0.167053,0.104294,0.548387,0.278846,0.290698,0.104684,0.186747,8.000000
0.135889,0.205882,0.490909,0.424594,0.016871,0.387097,0.259615,0.430233,0.098130,0.319277,7.000000
0.216028,0.196078,0.409091,0.348028,0.012270,0.322581,0.278846,0.197674,0.094273,0.084337,5.000000
0.125436,0.098039,0.400000,0.366589,0.012270,0.322581,0.346154,0.360465,0.115480,0.186747,7.000000
0.031359,0.264706,0.481818,0.266821,0.015337,0.483871,0.394231,0.302326,0.109697,0.216867,5.000000
0.118467,0.049020,0.300000,0.222738,0.187883,0.435484,0.307692,0.383721,0.167726,0.222892,6.000000
0.128920,0.107843,0.445455,0.248260,0.015337,0.725806,0.259615,0.534884,0.046847,0.204819,6.000000
0.066202,0.186275,0.700000,0.422274,0.021472,0.258065,0.250000,0.476744,0.155195,0.114458,4.000000
0.222997,0.205882,0.472727,0.447796,0.153374,0.241935,0.259615,0.360465,0.185656,0.253012,6.000000
0.125436,0.259804,0.536364,0.412993,0.145706,0.419355,0.230769,0.395349,0.149412,0.162651,5.000000
0.174216,0.294118,0.254545,0.417633,0.200153,0.241935,0.298077,0.441860,0.206863,0.174699,6.000000
0.090592,0.098039,0.700000,0.283063,0.147239,0.451613,0.173077,0.232558,0.159823,0.180723,7.000000
0.094077,0.166667,0.336364,0.206497,0.065951,0.774194,0.250000,0.418605,0.060342,0.168675,7.000000
0.257840,0.372549,0.400000,0.424594,0.150307,0.112903,0.326923,0.232558,0.202236,0.391566,5.000000
0.073171,0.225490,0.372727,0.187935,0.110429,0.387097,0.375000,0.325581,0.140544,0.156627,5.000000
0.080139,0.294118,0.354545,0.160093,0.061350,0.354839,0.269231,0.186047,0.115480,0.090361,6.000000
0.226481,0.245098,0.309091,0.466357,0.230061,0.241935,0.346154,0.534884,0.230576,0.156627,5.000000
0.139373,0.215686,0.390909,0.255220,0.055215,0.483871,0.201923,0.325581,0.101985,0.138554,5.000000
0.149826,0.235294,0.436364,0.336427,0.124233,0.387097,0.326923,0.290698,0.165220,0.240964,6.000000
0.177700,0.117647,0.245455,0.269142,0.216258,0.225806,0.211538,0.546512,0.216984,0.156627,6.000000
0.135889,0.107843,0.236364,0.218097,0.141871,0.403226,0.288462,0.395349,0.158280,0.240964,6.000000
0.135889,0.225490,0.472727,0.213457,0.064417,0.822581,0.211538,0.395349,0.049546,0.228916,6.000000
0.156794,0.196078,0.563636,0.368910,0.214724,0.129032,0.307692,0.523256,0.236939,0.198795,6.000000
0.083624,0.235294,0.418182,0.255220,0.138804,0.677419,0.144231,0.360465,0.088105,0.138554,6.000000
0.066202,0.156863,0.372727,0.125290,0.021472,0.725806,0.326923,0.476744,0.070368,0.216867,6.000000
0.212544,0.156863,0.345454,0.343387,0.035276,0.225806,0.278846,0.139535,0.127049,0.234940,6.000000
0.153310,0.352941,0.400000,0.329466,0.130368,0.758065,0.403846,0.058140,0.105842,0.295181,8.000000
0.066202,0.460784,0.227273,0.361949,0.016871,0.193548,0.317308,0.418605,0.132832,0.078313,6.000000
0.080139,0.156863,0.263636,0.257541,0.079755,0.403226,0.250000,0.883721,0.136687,0.295181,6.000000
0.163763,0.215686,0.727273,0.415313,0.116564,0.274194,0.346154,0.418605,0.198380,0.295181,6.000000
0.104530,0.049020,0.363636,0.208817,0.047546,0.322581,0.278846,0.255814,0.122807,0.192771,6.000000
0.132404,0.137255,0.236364,0.257541,0.015337,0.403226,0.307692,0.255814,0.082706,0.192771,6.000000
0.055749,0.196078,0.463636,0.162413,0.019939,0.612903,0.413462,0.348837,0.100057,0.234940,6.000000
0.128920,0.245098,0.363636,0.322506,0.006135,0.225806,0.298077,0.267442,0.107769,0.126506,6.000000
0.198606,0.176471,0.609091,0.380510,0.184049,0.306452,0.298077,0.186047,0.209948,0.198795,5.000000
0.020906,0.524510,0.381818,0.095128,0.003067,0.483871,0.211538,0.209302,0.062657,0.024096,4.000000
